customer_id,age,marital_status,education_level,department,employment_type,job_level,years_of_experience,years_at_company,city_tier,number_of_dependents,monthly_income_inr,household_monthly_income_inr,housing_status,rent_or_emi_inr,food_expense_inr,utilities_expense_inr,transport_expense_inr,healthcare_expense_inr,education_expense_inr,discretionary_expense_inr,total_monthly_expenses_inr,monthly_savings_inr,savings_rate_pct,loan_count,monthly_debt_payment_inr,total_debt_inr,debt_to_income_ratio_pct,credit_card_utilization_pct,credit_score,missed_payment_count_12m,late_bill_payment_count_12m,unexpected_expense_inr_12m,liquid_assets_inr,emergency_fund_months,investment_amount_inr,retirement_contribution_pct,insurance_coverage,financial_product_count,budgeting_frequency,expense_tracking_frequency,financial_literacy_score,financial_goal_clarity_score,financial_planning_horizon_months,impulse_spending_score,risk_tolerance_level,digital_finance_usage_score,payment_behavior_score,income_stability_score,job_security_perception_score,recent_income_shock,family_financial_support,financial_advisor_access,sleep_disruption_days_per_month,productivity_impact_score,finance_related_absence_days_12m,financial_wellness_program_participation,preferred_financial_support_channel,target_financial_wellbeing_category,monthly_surplus_inr,surplus_rate_pct,age_band,income_band,debt_band,emergency_fund_band
EMP-03424,28,Married,Bachelor,Information Technology,Contract,Junior,4,4,Tier 1,3,56483.98,74446.76,Rented,12456.57,14762.41,5803.04,5675.38,3476.25,2443.02,5705.49,68520.96,5518.07,7.41,3,18198.8,644418.87,24.45,89.69,646,1,3,65762.5,59517.21,0.95,123960.88,4.82,None listed,3,Occasionally,Monthly,5,5,33,6,Moderate,5,8,3,6,Yes,Limited,No,4,5,2,Yes,One-to-One Counseling,Financially At-Risk,5925.799999999988,7.96,21-29,Low,High,Less than 1 month
EMP-02038,46,Married,Bachelor,Marketing,Contract,Senior,20,18,Tier 2,5,86109.34,118539.66,Owned,16859.32,17770.3,4374.82,5490.81,6571.46,8116.4,16135.37,85212.47,32091.78,27.07,1,9893.99,306856.08,8.35,20.02,729,1,2,54216.14,298006.13,4.31,270924.2,7.61,Basic,5,Monthly,Never,4,9,28,6,High,6,9,5,7,No,Limited,Yes,0,3,1,No,Group Workshop,Moderately Stable,33327.19,28.11,40-49,High,Medium,3-6 months
EMP-00773,39,Married,Master,Marketing,Permanent,Senior,17,4,Tier 2,1,103397.0,135057.0,Owned,9039.36,9768.34,3378.79,6426.84,3870.15,1217.56,13381.72,58095.02,77403.12,57.31,1,11012.26,576596.87,8.15,31.77,731,0,0,24840.33,961426.33,21.5,1256049.99,11.05,Comprehensive,5,Monthly,Daily,7,4,25,6,High,8,8,10,8,No,Limited,No,0,1,1,Yes,Self-Help Resources,Financially Secure,76961.98000000001,56.98,30-39,High,High,More than 6 months
EMP-06429,48,Married,Higher Secondary,Research and Development,Permanent,Leadership,29,16,Tier 2,3,118227.97,136799.46,Owned,17945.14,12686.48,2504.54,2326.56,5510.64,16636.08,11688.84,78540.58,55189.52,40.34,1,9242.3,712504.58,6.76,0.0,740,0,0,39904.89,453997.68,6.79,274666.57,8.83,Basic,5,Monthly,Rarely,3,4,16,8,Moderate,6,10,8,9,No,Available,No,0,2,0,No,Self-Help Resources,Financially Secure,58258.87999999999,42.59,40-49,High,High,More than 6 months
EMP-03563,26,Married,Bachelor,Research and Development,Permanent,Entry,0,0,Tier 1,2,34092.22,71436.26,Rented,12151.08,13033.86,3293.12,4658.4,3207.43,7684.47,8546.58,53160.01,19028.07,26.64,0,585.07,45716.34,0.82,36.16,699,0,0,12791.91,170312.93,3.82,177386.51,9.47,Comprehensive,4,Occasionally,Monthly,6,5,25,2,Moderate,8,9,9,5,No,Available,No,1,1,1,No,Digital Learning,Moderately Stable,18276.249999999993,25.58,21-29,Low,Low,3-6 months
EMP-06619,47,Married,Master,Research and Development,Permanent,Leadership,25,6,Tier 3,0,128009.72,142414.71,Owned,13118.56,8682.77,900.0,998.71,3732.7,-0.0,6000.03,42230.27,93767.99,65.84,3,8797.5,768867.79,6.18,0.0,749,0,2,24412.63,204079.5,5.63,1881181.24,10.48,None listed,4,Occasionally,Weekly,6,8,25,7,Moderate,7,8,8,7,No,Unavailable,Yes,0,2,0,Yes,One-to-One Counseling,Financially Secure,100184.44,70.35,40-49,High,High,3-6 months
EMP-06392,24,Married,Bachelor,Finance,Permanent,Entry,0,0,Tier 1,2,54525.53,98179.43,Owned,14497.71,16316.96,5271.62,3827.39,2313.89,4361.94,11240.6,72910.54,25326.27,25.8,1,15080.43,500547.37,15.36,47.29,646,0,0,23991.25,214886.88,3.48,445802.4,7.03,Comprehensive,6,Occasionally,Rarely,4,4,28,6,High,10,10,9,5,No,Available,Yes,1,3,2,Yes,Group Workshop,Financially At-Risk,25268.89,25.74,21-29,Medium,High,3-6 months
EMP-01675,35,Single,Bachelor,Operations,Permanent,Junior,8,8,Tier 3,0,59287.47,82733.33,Rented,8311.34,7614.06,1857.07,1192.4,2953.13,0.0,4913.42,26841.42,57210.27,69.15,0,0.0,0.0,0.0,8.01,843,0,1,18710.72,663565.81,24.0,229292.63,10.37,Comprehensive,6,Weekly,Weekly,6,1,12,3,High,10,7,10,8,Yes,Limited,Yes,0,2,1,Yes,Group Workshop,Moderately Stable,55891.91,67.56,30-39,Low,Low,More than 6 months
EMP-00366,50,Married,Higher Secondary,Finance,Permanent,Leadership,28,4,Tier 2,4,102193.72,139247.15,Rented,10434.95,13884.74,4572.94,4430.08,7336.74,9723.33,10677.04,79726.88,55825.3,40.09,4,18667.06,1043387.03,13.41,59.33,662,0,0,58268.81,307344.03,4.45,618899.53,6.2,Basic,4,Monthly,Rarely,4,6,30,6,Moderate,7,9,9,10,No,Available,No,0,1,0,Yes,Digital Learning,Financially At-Risk,59520.26999999999,42.74,50-60,High,High,3-6 months
EMP-04582,44,Single,Higher Secondary,Marketing,Permanent,Senior,24,1,Tier 1,0,88870.99,97713.72,Rented,8256.31,9484.24,3580.63,4700.32,3720.54,0.0,6495.22,39433.99,61803.67,63.25,1,3196.73,142558.2,3.27,4.57,789,0,0,41292.05,528197.15,16.04,497205.85,9.99,Basic,5,Occasionally,Rarely,1,3,10,7,Moderate,7,10,10,10,No,Limited,Yes,0,1,0,No,Self-Help Resources,Moderately Stable,58279.73,59.64,40-49,Medium,Medium,More than 6 months
EMP-04516,46,Married,Bachelor,Research and Development,Permanent,Senior,23,13,Tier 2,2,116393.28,159224.11,Owned,18605.82,13040.76,3520.58,4206.6,5302.78,974.69,11172.56,76681.11,84389.81,53.0,3,19857.32,1791747.85,12.47,28.18,753,0,0,12157.21,295325.13,4.51,1068791.12,11.04,Basic,5,Monthly,Never,5,6,26,4,Low,8,8,8,8,No,Limited,No,0,1,0,Yes,Group Workshop,Moderately Stable,82542.99999999999,51.84,40-49,High,High,3-6 months
EMP-04328,41,Married,Bachelor,Operations,Contract,Mid-Level,19,18,Tier 2,2,59489.39,62131.32,Owned,13039.0,11235.1,3158.2,3669.51,4115.98,3045.29,3102.35,55334.48,3270.74,5.26,2,13969.05,620003.31,22.48,72.96,708,0,0,33559.96,23499.94,0.45,121035.09,9.05,Basic,4,Never,Monthly,3,3,0,9,High,6,8,6,5,Yes,Limited,No,2,4,2,No,Self-Help Resources,Financially At-Risk,6796.8399999999965,10.94,40-49,Low,High,Less than 1 month
EMP-00148,36,Married,Bachelor,Research and Development,Permanent,Mid-Level,14,11,Tier 1,1,83079.52,106287.97,Rented,12830.82,11853.08,3290.08,4833.8,5176.74,2845.66,8037.75,48867.93,54408.16,51.19,0,0.0,0.0,0.0,43.01,681,0,1,35927.92,404144.97,9.9,1050858.22,12.08,Basic,5,Occasionally,Weekly,6,6,20,5,High,7,8,7,6,No,Unavailable,No,0,1,1,Yes,Self-Help Resources,Financially Secure,57420.04,54.02,30-39,Medium,Low,More than 6 months
EMP-06144,37,Single,Master,Marketing,Permanent,Leadership,16,16,Tier 1,1,124845.99,140745.12,Rented,18072.03,10044.16,3296.2,10292.81,6255.27,3106.25,20244.68,71311.4,69541.14,49.41,0,0.0,0.0,0.0,6.19,811,0,0,38528.91,604656.58,11.84,343295.88,5.6,Comprehensive,4,Occasionally,Daily,4,6,20,8,Moderate,7,9,9,7,No,Limited,No,0,1,0,No,One-to-One Counseling,Financially Secure,69433.72,49.33,30-39,High,Low,More than 6 months
EMP-03089,38,Married,Bachelor,Operations,Permanent,Leadership,18,3,Tier 1,2,112263.31,133239.87,Owned,16685.0,10927.99,5260.44,3788.25,4199.35,6008.27,15804.13,71851.13,54527.98,40.92,1,9177.7,649110.03,6.89,17.36,718,0,2,29889.9,568280.16,10.14,156611.66,6.25,Comprehensive,6,Monthly,Monthly,4,5,16,8,Low,5,9,10,8,No,Limited,No,0,1,0,No,One-to-One Counseling,Moderately Stable,61388.73999999999,46.07,30-39,High,High,More than 6 months
EMP-05516,33,Married,Bachelor,Information Technology,Permanent,Mid-Level,8,2,Tier 2,1,86759.08,91904.59,Owned,6732.96,6087.93,2744.27,3921.68,2848.21,2156.64,6917.77,34839.67,53697.51,58.43,0,3430.21,247535.97,3.73,33.97,755,0,3,15050.84,339084.13,12.14,908977.65,13.56,None listed,3,Occasionally,Daily,8,7,20,4,Moderate,6,9,8,6,No,Limited,No,0,4,1,Yes,Digital Learning,Financially Secure,57064.92,62.09,30-39,Medium,Medium,More than 6 months
EMP-00408,44,Married,Diploma,Information Technology,Contract,Senior,17,3,Tier 2,0,82874.8,96461.76,Rented,4521.85,7680.66,2074.6,5269.51,3394.68,0.0,11147.45,41646.22,53628.74,55.6,2,7557.47,442783.12,7.83,34.6,719,0,0,3300.49,632294.46,20.73,381284.88,7.29,Comprehensive,5,Occasionally,Weekly,2,4,4,7,Moderate,6,7,8,4,No,Available,No,0,3,0,No,Digital Learning,Financially At-Risk,54815.53999999999,56.83,40-49,Medium,High,More than 6 months
EMP-06520,39,Married,Diploma,Sales,Part-Time,Leadership,16,0,Tier 3,3,66368.58,98639.73,Rented,10348.84,9320.12,4229.02,3111.47,4909.11,6573.83,11055.32,50780.4,45950.9,46.58,0,1232.69,23376.44,1.25,44.88,642,0,1,40737.52,300628.59,7.57,373444.73,6.38,Basic,4,Monthly,Rarely,5,4,20,7,Moderate,9,8,5,8,No,Available,No,0,3,0,Yes,Self-Help Resources,Moderately Stable,47859.329999999994,48.52,30-39,Medium,Low,More than 6 months
EMP-03457,39,Divorced,Master,Operations,Permanent,Mid-Level,14,11,Tier 3,0,105916.98,111482.37,Owned,14376.13,5993.07,4406.1,5766.73,2046.78,0.0,4789.35,47762.16,63920.04,57.34,1,10384.0,800023.44,9.31,21.32,748,0,0,2991.81,246477.38,5.74,753794.91,4.61,Basic,4,Weekly,Never,7,7,27,5,Low,7,10,7,9,No,Unavailable,No,0,1,0,No,Group Workshop,Financially Secure,63720.20999999999,57.16,30-39,Medium,High,3-6 months
EMP-04183,24,Single,Diploma,Marketing,Permanent,Junior,1,0,Tier 2,0,37010.07,39567.77,Rented,10158.75,6046.84,4594.51,3557.19,2342.39,0.0,1290.97,29276.37,10453.92,26.42,0,1285.72,65988.5,3.25,33.43,728,0,1,7329.63,23412.04,0.84,49959.57,6.9,None listed,3,Occasionally,Weekly,1,1,8,8,Moderate,7,7,8,7,Yes,Limited,No,0,1,0,No,Self-Help Resources,Financially At-Risk,10291.399999999998,26.01,21-29,Low,Low,Less than 1 month
EMP-03577,40,Single,Master,Operations,Permanent,Leadership,19,4,Tier 1,0,126660.94,126660.94,Rented,16267.27,9174.78,4047.17,5164.42,2604.97,0.0,12296.05,53329.21,70461.82,55.63,2,3774.55,503342.7,2.98,0.0,747,0,2,12996.21,663596.66,16.17,826717.69,11.86,None listed,5,Monthly,Daily,4,3,10,6,Moderate,7,9,8,9,No,Available,No,0,2,1,No,Digital Learning,Moderately Stable,73331.73000000001,57.9,40-49,High,High,More than 6 months
EMP-03272,34,Married,Master,Marketing,Permanent,Senior,12,0,Tier 2,1,95164.3,131638.05,Rented,14778.46,5861.6,2708.05,4919.45,2796.97,3693.8,5890.38,40648.71,92452.67,70.23,0,0.0,0.0,0.0,31.78,750,0,0,38182.5,719061.98,20.69,706254.89,8.94,Comprehensive,5,Monthly,Weekly,8,4,20,6,High,4,10,10,8,Yes,Available,No,0,2,0,Yes,Digital Learning,Financially Secure,90989.34,69.12,30-39,High,Low,More than 6 months
EMP-01032,39,Single,Higher Secondary,Customer Support,Permanent,Senior,16,12,Tier 1,0,77386.04,82980.31,Rented,10469.01,6650.51,3646.53,6150.95,2801.27,0.0,11795.83,43948.35,40985.35,49.39,0,2434.25,147005.86,2.93,8.13,767,1,2,16502.83,449502.92,13.98,477915.99,8.68,Comprehensive,6,Monthly,Weekly,4,2,17,3,Moderate,7,8,9,8,No,Limited,No,0,1,2,No,Digital Learning,Financially Secure,39031.96,47.04,30-39,Low,Medium,More than 6 months
EMP-05215,42,Single,Master,Operations,Permanent,Senior,22,13,Tier 1,0,101086.06,101086.06,Owned,19988.41,11038.21,4348.23,5978.32,3879.29,0.0,12933.15,69119.07,34388.85,34.02,1,10953.46,769291.73,10.84,35.38,698,2,4,4065.07,544843.57,9.7,495193.59,11.75,Basic,4,Monthly,Daily,6,5,28,6,Low,8,7,8,6,No,Limited,No,0,3,0,No,One-to-One Counseling,Moderately Stable,31966.98999999999,31.62,40-49,Medium,High,More than 6 months
EMP-00856,37,Single,Master,Operations,Permanent,Mid-Level,13,13,Tier 1,1,87535.61,87535.61,Rented,12714.79,13039.4,3770.96,5741.53,4649.33,3488.78,9719.99,53124.78,37100.04,42.38,0,0.0,0.0,0.0,18.12,811,0,0,26851.1,410681.33,9.46,373049.63,8.61,Basic,6,Never,Weekly,5,6,29,8,High,6,8,9,7,No,Available,Yes,0,3,0,No,Group Workshop,Financially Secure,34410.83,39.31,30-39,Medium,Low,More than 6 months
EMP-03927,44,Married,Diploma,Information Technology,Contract,Senior,17,7,Tier 2,3,87079.13,121258.99,Rented,18310.26,12536.57,4892.52,7764.92,5121.48,7999.8,8852.67,69023.73,52080.54,42.95,1,3545.51,142508.01,2.92,3.4,750,0,0,30541.17,643259.32,10.69,215115.45,6.99,Basic,5,Weekly,Never,3,3,28,6,Moderate,8,9,7,6,No,Limited,Yes,0,1,0,Yes,Group Workshop,Moderately Stable,52235.26000000001,43.08,40-49,High,Medium,More than 6 months
EMP-00079,43,Divorced,Diploma,Marketing,Permanent,Senior,22,4,Tier 3,0,98745.82,101502.33,Rented,9943.69,4195.52,2007.17,5374.94,2614.46,0.0,9407.68,34280.46,60841.97,59.94,0,737.0,48008.64,0.73,9.33,764,1,2,7957.49,656759.28,24.0,1060322.24,6.52,Comprehensive,4,Monthly,Weekly,5,4,24,4,Low,6,8,9,7,No,Available,No,0,1,1,Yes,Digital Learning,Financially Secure,67221.87,66.23,40-49,Medium,Low,More than 6 months
EMP-02248,30,Married,Master,Marketing,Part-Time,Senior,10,0,Tier 3,1,64896.73,90662.07,Rented,9769.47,5492.89,3581.95,3696.26,3533.03,289.64,9308.44,36318.19,52240.46,57.62,0,646.51,20072.91,0.71,42.78,711,0,3,52491.98,634280.15,23.48,769732.65,9.05,None listed,4,Never,Rarely,5,4,12,4,Moderate,9,8,4,6,No,Unavailable,No,0,2,1,No,Group Workshop,Moderately Stable,54343.880000000005,59.94,30-39,Medium,Low,More than 6 months
EMP-05170,57,Married,Bachelor,Research and Development,Permanent,Leadership,31,17,Tier 2,1,124174.71,135575.06,Owned,14244.97,7825.46,2835.87,4906.3,5073.85,58.38,10618.8,55299.77,85943.67,63.39,1,9736.14,677298.24,7.18,34.85,736,0,1,12207.56,856786.15,19.18,1636005.42,10.62,Comprehensive,5,Occasionally,Monthly,4,9,33,8,Moderate,6,9,10,7,No,Available,No,0,1,1,Yes,Group Workshop,Financially Secure,80275.29000000001,59.21,50-60,High,High,More than 6 months
EMP-06386,56,Married,Bachelor,Marketing,Permanent,Leadership,28,7,Tier 2,1,126214.64,162229.28,Owned,11028.05,8640.98,3495.8,6637.02,4456.47,3045.45,9894.42,60297.73,98866.03,60.94,2,13099.54,890773.95,8.07,18.68,659,0,0,23653.92,1087690.89,21.58,1468967.35,10.25,Basic,6,Monthly,Rarely,6,9,29,6,Moderate,6,9,9,10,No,Available,No,0,2,1,No,Self-Help Resources,Financially Secure,101931.54999999999,62.83,50-60,High,High,More than 6 months
EMP-06432,39,Single,Diploma,Information Technology,Part-Time,Senior,17,12,Tier 1,0,51790.98,55081.14,Rented,8760.54,7369.37,3150.34,4446.91,2327.03,0.0,5078.76,37338.12,15869.66,28.81,1,6205.17,301016.0,11.27,41.95,709,0,0,7466.0,302370.77,9.37,137258.34,11.64,Basic,4,Occasionally,Weekly,6,8,26,5,Low,7,7,5,7,No,Limited,No,0,3,0,No,Group Workshop,Moderately Stable,17743.019999999997,32.21,30-39,Low,Medium,More than 6 months
EMP-06665,31,Single,Master,Information Technology,Permanent,Junior,6,1,Tier 2,0,74582.56,74582.56,Owned,11799.38,8673.18,2451.89,6785.76,3549.12,0.0,5952.76,42000.28,25944.82,34.79,0,2788.19,70702.64,3.74,7.76,759,0,2,11494.4,99578.61,2.76,362318.97,7.38,Basic,5,Monthly,Daily,6,4,19,3,High,4,7,9,7,No,Limited,No,0,2,0,No,Self-Help Resources,Moderately Stable,32582.28,43.69,30-39,Low,Low,1-3 months
EMP-00789,27,Married,Diploma,Information Technology,Permanent,Junior,5,0,Tier 1,0,62129.04,107922.31,Owned,11081.73,8424.18,2963.64,6065.64,5007.3,0.0,11807.44,53007.11,59189.18,54.84,1,7657.18,704443.76,7.1,39.89,714,0,2,11237.24,213723.6,5.19,1229269.76,7.44,Comprehensive,4,Weekly,Weekly,5,5,34,5,Low,4,8,9,8,No,Limited,No,0,1,0,Yes,Group Workshop,Moderately Stable,54915.2,50.88,21-29,Medium,High,3-6 months
EMP-02280,21,Married,Bachelor,Research and Development,Permanent,Entry,2,1,Tier 2,3,39282.96,57141.88,Rented,9904.48,12815.55,3644.41,1658.49,4549.0,10046.75,7761.36,51098.9,2230.99,3.9,0,718.86,17990.56,1.26,27.01,724,0,0,12497.26,58705.09,1.35,30014.49,6.32,Basic,5,Monthly,Monthly,6,6,23,4,Low,10,10,10,7,No,Limited,No,1,1,1,No,Digital Learning,Financially At-Risk,6042.979999999996,10.58,21-29,Low,Low,1-3 months
EMP-04096,21,Single,Master,Information Technology,Permanent,Entry,0,0,Tier 2,0,70427.5,76898.03,Owned,15761.65,3728.15,2989.86,5543.45,5077.28,0.0,7918.93,41019.32,33266.27,43.26,0,0.0,0.0,0.0,2.38,731,0,1,12567.26,443101.55,13.39,638427.69,8.74,Basic,6,Monthly,Daily,5,3,26,7,Moderate,8,8,9,7,No,Limited,No,0,1,0,No,Digital Learning,Moderately Stable,35878.71,46.66,21-29,Low,Low,More than 6 months
EMP-03898,53,Married,Bachelor,Operations,Contract,Leadership,27,16,Tier 2,3,118554.43,127631.5,Owned,16197.77,7504.8,3157.84,5355.18,5039.08,7326.1,9021.41,58904.82,71822.11,56.27,0,5302.64,121030.81,4.15,20.89,729,0,1,20732.81,721645.36,14.47,819751.1,6.64,Comprehensive,4,Monthly,Rarely,3,3,17,4,Moderate,6,9,8,4,No,Limited,Yes,0,2,0,No,Group Workshop,Moderately Stable,68726.68,53.85,50-60,High,Low,More than 6 months
EMP-06130,35,Single,Bachelor,Sales,Permanent,Mid-Level,12,7,Tier 3,0,86217.86,101626.81,Owned,11987.27,3713.79,3063.56,3879.43,4697.79,0.0,6648.02,41431.06,61447.54,60.46,0,7441.2,162713.19,7.32,17.27,773,0,0,8977.65,298419.37,8.58,916692.14,7.52,Comprehensive,5,Weekly,Monthly,3,5,27,8,Low,6,8,10,9,Yes,Unavailable,Yes,0,3,1,No,Self-Help Resources,Moderately Stable,60195.75,59.23,30-39,Medium,Medium,More than 6 months
EMP-05810,28,Married,Higher Secondary,Operations,Permanent,Entry,0,0,Tier 3,1,30912.03,61283.19,Rented,9336.88,5065.57,2692.61,2251.17,3223.65,517.23,4956.88,34934.35,26996.85,44.05,3,6890.36,689893.56,11.24,19.64,687,1,2,39891.97,150766.84,5.03,454818.08,6.56,Basic,5,Monthly,Monthly,2,5,19,7,Low,9,10,9,5,No,Limited,No,1,3,0,No,Digital Learning,Moderately Stable,26348.840000000004,43.0,21-29,Low,High,3-6 months
EMP-03632,48,Single,Bachelor,Research and Development,Permanent,Leadership,25,12,Tier 1,2,125271.6,128639.18,Owned,18401.39,8864.9,3635.54,5987.17,5521.66,6024.01,13039.69,74367.98,54247.87,42.17,1,12893.62,1054703.62,10.02,28.37,769,0,1,13077.17,609882.12,9.94,873297.55,1.73,Basic,5,Occasionally,Monthly,7,7,9,5,High,5,10,9,7,No,Available,No,0,3,0,No,Digital Learning,Financially Secure,54271.2,42.19,40-49,High,High,More than 6 months
EMP-05230,34,Married,Bachelor,Operations,Permanent,Junior,8,8,Tier 1,3,58719.95,104725.4,Owned,16689.29,15903.28,4989.0,6900.93,5049.68,6056.75,12550.5,68139.43,35221.25,33.63,0,0.0,0.0,0.0,13.86,831,0,0,24529.61,401692.42,7.23,146938.89,9.57,None listed,4,Weekly,Monthly,5,7,34,7,High,4,9,9,9,No,Unavailable,No,0,1,1,No,Digital Learning,Financially Secure,36585.97,34.94,30-39,Medium,Low,More than 6 months
EMP-00425,29,Married,Bachelor,Operations,Contract,Junior,5,1,Tier 1,1,54893.95,81152.7,Owned,21822.58,10904.05,4227.24,7485.85,2008.26,2527.16,9653.55,70326.68,11675.17,14.39,0,11697.99,855323.38,14.41,22.98,751,0,1,8969.25,133700.68,2.2,50712.17,4.09,Basic,4,Monthly,Monthly,4,5,29,4,Moderate,7,8,7,4,Yes,Limited,Yes,3,3,1,No,One-to-One Counseling,Financially At-Risk,10826.020000000004,13.34,21-29,Low,High,1-3 months
EMP-00393,33,Widowed,Master,Marketing,Permanent,Mid-Level,12,2,Tier 2,0,88233.96,93457.2,Rented,15565.71,8091.98,3809.15,1670.42,2827.22,0.0,6347.35,40113.77,52012.81,55.65,1,1801.94,159930.9,1.93,25.23,661,0,1,8336.43,409310.98,12.12,601642.71,11.75,Basic,6,Monthly,Never,7,8,24,6,Low,9,9,8,6,No,Unavailable,No,0,1,0,Yes,Digital Learning,Moderately Stable,53343.43,57.08,30-39,Medium,Medium,More than 6 months
EMP-05214,33,Single,Master,Information Technology,Contract,Mid-Level,11,10,Tier 1,0,88703.97,89559.36,Rented,17566.71,6760.77,2187.62,3015.5,4566.72,0.0,8167.53,42264.85,51860.6,57.91,0,0.0,0.0,0.0,0.0,819,0,2,34234.9,257181.7,7.54,1104535.41,6.61,Comprehensive,4,Monthly,Monthly,6,8,38,4,High,5,10,7,5,No,Limited,No,0,2,0,No,Digital Learning,Financially Secure,47294.51,52.81,30-39,Medium,Low,More than 6 months
EMP-06602,34,Single,Bachelor,Operations,Permanent,Mid-Level,10,10,Tier 2,0,83969.78,83993.53,Rented,7073.93,3697.01,1817.09,5086.17,2738.08,0.0,7302.19,27942.87,56126.21,66.82,0,228.4,14389.66,0.27,15.41,663,0,2,10410.68,694327.9,24.0,1172404.94,8.38,Basic,5,Monthly,Rarely,5,4,16,3,Moderate,5,10,8,7,No,Available,No,0,1,1,Yes,Group Workshop,Moderately Stable,56050.66,66.73,30-39,Low,Low,More than 6 months
EMP-04201,30,Married,Doctorate,Information Technology,Part-Time,Mid-Level,6,0,Tier 2,1,54173.43,75397.89,Rented,9053.17,11103.39,2363.3,4949.4,5466.47,2964.51,4012.34,41256.26,32993.48,43.76,0,1343.68,36266.12,1.78,28.98,720,0,0,25670.32,250471.59,6.73,314852.14,6.12,Basic,6,Weekly,Never,7,9,33,3,Moderate,6,9,7,4,Yes,Available,Yes,0,1,1,Yes,Self-Help Resources,Financially At-Risk,34141.63,45.28,30-39,Low,Low,More than 6 months
EMP-02673,33,Married,Bachelor,Operations,Permanent,Junior,8,7,Tier 3,1,66866.83,101862.68,Rented,8288.43,9216.52,3486.47,2296.38,2405.87,2267.5,7793.98,35755.15,66614.67,65.4,1,0.0,36631.59,0.0,25.6,709,0,0,41788.12,327409.05,11.71,833006.71,6.44,Comprehensive,5,Never,Monthly,4,4,13,7,High,9,8,8,7,No,Limited,No,0,3,0,No,Digital Learning,Financially At-Risk,66107.53,64.9,30-39,Medium,Low,More than 6 months
EMP-06970,47,Single,Bachelor,Sales,Permanent,Senior,25,3,Tier 1,4,98440.78,99173.08,Owned,15812.73,20194.59,6613.31,4019.62,5814.38,16802.31,6649.35,93758.96,8186.59,8.25,2,17852.67,1484656.56,18.0,20.13,720,1,1,33660.93,100536.09,1.15,105616.94,7.28,Basic,5,Monthly,Daily,3,4,21,6,Moderate,7,9,8,7,No,Limited,No,5,6,2,Yes,Digital Learning,Financially At-Risk,5414.119999999995,5.46,40-49,Medium,High,1-3 months
EMP-04717,45,Single,Master,Operations,Permanent,Senior,20,11,Tier 2,0,105082.16,109027.4,Owned,12987.83,6838.58,2447.14,5486.51,4310.35,0.0,10310.43,68791.19,38791.03,35.58,4,26410.35,662359.86,24.22,61.44,646,2,2,27341.0,416435.49,7.12,664638.39,11.03,Comprehensive,5,Monthly,Daily,6,8,32,6,Low,6,7,6,7,No,Limited,No,2,3,2,No,One-to-One Counseling,Moderately Stable,40236.20999999999,36.9,40-49,Medium,High,More than 6 months
EMP-03494,39,Married,Master,Sales,Permanent,Senior,17,12,Tier 1,2,114399.09,130497.53,Owned,17772.96,14502.69,4736.58,9020.63,6644.05,7888.7,19743.22,80308.83,48131.12,36.88,2,0.0,193140.37,0.0,26.66,738,0,1,6060.04,401490.72,6.63,732564.51,1.49,None listed,2,Occasionally,Weekly,6,4,10,5,Low,7,10,10,7,No,Limited,No,0,2,0,No,Group Workshop,Moderately Stable,50188.7,38.46,30-39,High,Medium,More than 6 months
EMP-01460,40,Married,Bachelor,Sales,Permanent,Junior,12,5,Tier 1,1,63192.98,70877.0,Owned,14264.1,13630.12,2851.78,7187.4,4146.43,1419.34,5401.36,60565.62,13093.6,18.47,1,11665.09,290941.08,16.46,44.5,674,0,0,16840.6,157186.87,2.85,287002.44,8.67,None listed,4,Never,Weekly,6,7,10,7,Low,7,7,8,8,No,Limited,No,0,2,0,No,Self-Help Resources,Financially At-Risk,10311.379999999997,14.55,40-49,Low,Medium,1-3 months
EMP-05042,30,Divorced,Master,Marketing,Permanent,Junior,5,1,Tier 1,1,67365.38,68113.6,Rented,11341.77,11821.4,4522.43,3905.52,2135.35,3372.79,10828.72,49294.69,16747.43,24.59,0,1366.71,81307.32,2.01,55.69,661,0,0,35491.05,177717.87,4.62,114569.01,10.23,Basic,4,Occasionally,Weekly,4,2,11,5,Moderate,4,9,9,10,No,Available,Yes,3,2,1,Yes,One-to-One Counseling,Financially At-Risk,18818.910000000003,27.63,30-39,Low,Low,3-6 months
EMP-05913,42,Single,Bachelor,Operations,Permanent,Mid-Level,15,1,Tier 2,1,78468.82,87769.17,Rented,7331.84,8628.41,2479.78,5246.4,5588.72,1660.23,6529.08,38692.41,50642.21,57.7,0,1227.95,91800.22,1.4,15.76,764,0,0,29636.9,625856.84,19.46,668291.66,13.32,Comprehensive,4,Monthly,Monthly,5,6,12,8,Moderate,8,8,9,10,No,Limited,Yes,0,1,1,No,Digital Learning,Financially Secure,49076.759999999995,55.92,40-49,Medium,Low,More than 6 months
EMP-03836,40,Married,Master,Information Technology,Permanent,Senior,17,7,Tier 3,1,103419.93,128771.81,Owned,9860.15,5275.8,3083.13,4124.07,4255.53,1807.89,9287.54,40248.98,92099.23,71.52,0,2554.87,201543.16,1.98,0.0,849,0,1,12889.33,653516.8,21.11,375222.14,10.12,Comprehensive,4,Monthly,Daily,6,5,21,3,Low,4,9,8,6,No,Limited,No,0,1,1,Yes,Group Workshop,Financially Secure,88522.82999999999,68.74,40-49,High,Medium,More than 6 months
